P코드순번,P코드,거래처명,시도명,시군구명,읍면동명,주소,대리점코드,대리점명,중복여부,점유비,P코드합계,대리점실적,,신규,MNP,기변,,MNO,MVNO,(MVNO비중),,번들,동판
P166841,P16684,보라드림정보통신,경기,부천시 오정구,삼정동,경기도 부천시 중동로 406,D13542,삼보대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P838611,P83861,지교스마트모바일,서울,은평구,불광동,서울특별시 은평구 불광로 60,F13586,신도SDR,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE38111,PE3811,휴대폰반값창고 남양주오남점,경기,남양주시,오남읍,경기도 남양주시 오남읍 진건오남로 653,D15121,CD대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,1
PE59771,PE5977,하랑텔레콤,경기,성남시 수정구,신흥동,경기도 성남시 수정구 수정로 162,D15121,CD대리점,수도권_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
P506991,P50699,하늘텔레콤,경기,고양시 덕양구,주교동,경기도고양시덕양구호국로789번길3,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P998931,P99893,탑모바일,강원,강릉시,포남동,강원특별자치도강릉시가작로315,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PA52421,PA5242,재용모바일,경기,고양시 일산서구,일산동,경기도 고양시 일산서구 원일로74번길 4,D13225,광장대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PA73951,PA7395,샵폰스타그램,경기,수원시 팔달구,인계동,경기도수원시팔달구중부대로80,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PC96131,PC9613,세은통신,강원,원주시,우산동,강원 원주시 우산로 41,D13951,강남스타대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P773981,P77398,성진정보통신,서울,광진구,자양동,서울특별시 광진구 뚝섬로 514,D15176,ACE대리점,수도권_전속,100.00%,2,2,,0,1,1,,0,1,100.00%,,0,0
PE75171,PE7517,모모텔레콤,경기,시흥시,정왕동,경기도 시흥시 정왕대로 78,D13469,코넥,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,1
PA23261,PA2326,제이엠(JM)통신,서울,광진구,자양동,서울특별시 광진구 능동로3길 5,D15117,알파대리점,수도권_전속,100.00%,2,2,,0,1,1,,0,1,100.00%,,0,0
PC55631,PC5563,오지(OZ)텔레콤,경기,화성시 병점구,병점동,경기도 화성시 떡전골로 60,D14746,유원대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC66051,PC6605,폰앤샵,강원,삼척시,남양동,강원특별자치도 삼척시 진주로 28-25,D13469,코넥,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC16251,PC1625,하원모바일,경기,부천시 오정구,원종동,경기도 부천시 성오로89번가길 45,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P648481,P64848,새한정보통신,경기,광주시,퇴촌면,경기도 광주시 퇴촌면 광동로 53,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
P437991,P43799,해피텔레콤,서울,구로구,가리봉동,서울특별시 구로구 구로동로 14,D13124,UNI대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PC90731,PC9073,강릉 대박텔레콤 송정점,강원,강릉시,송정동,강원도 강릉시 경강로 2374,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P965861,P96586,희망대박통신,경기,남양주시,화도읍,경기도 남양주시 화도읍 수레로 1169,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P815761,P81576,준텔레콤,서울,노원구,상계동,서울특별시노원구상계로1길74,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE62581,PE6258,니어코리아,서울,광진구,군자동,서울특별시광진구군자로1051,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC67071,PC6707,평창모바일 횡계점,강원,평창군,대관령면,강원 평창군 대관령면 눈마을길 39,D15322,온유대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE92331,PE9233,인천핸드폰성지 건모바일 인천,인천,부평구,십정동,인천광역시 부평구 배곶북로 22,D13469,코넥,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P276171,P27617,이동통신프라자,경기,포천시,소흘읍,경기도 포천시 솔모루로 97,D13469,코넥,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P831261,P83126,스마일통신,서울,중랑구,면목동,서울특별시 중랑구 용마산로 423,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P835161,P83516,H통신,경기,성남시 수정구,태평동,경기도성남시수정구탄리로81,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P592421,P59242,월드통신,서울,구로구,고척동,서울특별시 구로구 경인로33길 75,D15146,PS&M,PS_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
PE01381,PE0138,수박통신,경기,양주시,옥정동,경기도양주시옥정동로4길11,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P910221,P91022,한빛유통,강원,원주시,명륜동,강원원주시남원로535,D15146,PS&M,PS_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
PE78191,PE7819,행운텔레콤,인천,서구,가좌동,인천광역시 서구 가정로 107,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,1
P647211,P64721,(주)수지텔레콤,경기,용인시 기흥구,구갈동,경기도 용인시 기흥구 강남동로 17-1,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE70881,PE7088,휴대폰성지 옆커폰 지행역점,경기,동두천시,지행동,경기도 동두천시 중앙로 126,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PC49121,PC4912,성운통신,경기,광명시,광명동,경기도 광명시 오리로 995,D13858,새서울대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE56971,PE5697,케이통신,서울,강동구,천호동,서울특별시 강동구 진황도로 5,D13742,한유대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PC91291,PC9129,메가폰,경기,수원시 권선구,곡반정동,경기도 수원시 권선구 곡선로49번길 5-4,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE76141,PE7614,옆커폰 영등포양평역점,서울,영등포구,양평동1가,서울특별시 영등포구 선유서로24길 6,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,0,2,0,,1,1,50.00%,,0,0
PE84281,PE8428,휴대폰성지 아셀폰 강동점,서울,강동구,암사동,서울특별시 강동구 올림픽로100길 6,D13357,가능대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P081261,P08126,베스트텔레콤,경기,안산시 상록구,본오동,경기도 안산시 상록구 샘골로 34,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE72381,PE7238,쾌남정보통신,인천,서구,가좌동,인천광역시 서구 건지로284번길 39,D14746,유원대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE71971,PE7197,행사폰 영등포점,서울,영등포구,영등포동8가,서울특별시 영등포구 영중로 139,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P943751,P94375,이동통신프라자,서울,동대문구,청량리동,서울특별시 동대문구 홍릉로 71,D15173,정원대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
P587401,P58740,준텔레콤,경기,화성시 병점구,병점동,경기도 화성시 병점2로 71,D13124,UNI대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PC96391,PC9639,누리컴퍼니,서울,동대문구,이문동,서울특별시 동대문구 신이문로 25,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PE93861,PE9386,한빛정보통신,인천,강화군,강화읍,"인천 강화군 강화읍 강화대로 400,",D13546,ACT대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PC95631,PC9563,피터팬모바일,인천,서구,불로동,인천광역시 서구 검단로 784,D13952,참스타대리점,수도권_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
PE85551,PE8555,휴대폰맛집 구월점,인천,남동구,구월동,인천광역시 남동구 용천로97번길 3,D15121,CD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE34821,PE3482,세상텔레콤,경기,화성시 병점구,병점동,경기도 화성시 병점동로70번길 3-3,D13469,코넥,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE85911,PE8591,휴대폰성지 옆커폰 노량진점,서울,동작구,노량진동,서울특별시 동작구 노량진로16길 21,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P415571,P41557,센스텔레콤,경기,안양시 만안구,안양동,경기도 안양시 만안구 안양로 지하 301,D13965,대교대리점,수도권_전속,100.00%,2,2,,1,1,0,,0,1,100.00%,,0,0
PE05811,PE0581,이엘코리아,경기,군포시,산본동,"경기 군포시 번영로 505,",D13965,대교대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE14361,PE1436,모바일스토어,경기,양주시,덕계동,경기도 양주시 평화로 1420,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PC11971,PC1197,영심텔레콤,서울,관악구,신림동,서울특별시 관악구 신림로 208,D13225,광장대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE93961,PE9396,픽폰(pick phone),서울,강북구,미아동,,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE56411,PE5641,휴대폰성지 옆커폰 만수점,인천,남동구,만수동,인천광역시 남동구 만수로 55,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P153591,P15359,세미텔레콤,경기,의정부시,가능동,경기도 의정부시 신촌로29번길 24,D13357,가능대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P718341,P71834,비젼통신,경기,안산시 단원구,원곡동,경기도 안산시 단원구 다문화2길 27,D13124,UNI대리점,수도권_전속,100.00%,2,2,,2,0,0,,0,0,0.00%,,0,0
PC42291,PC4229,가비텔레콤,인천,동구,송림동,인천광역시 동구 샛골로 165-2,D15051,프리스비,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PA71351,PA7135,아우성TCA,경기,용인시 기흥구,상하동,경기도용인시기흥구중부대로788번길6,D15146,PS&M,PS_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
P117731,P11773,드림정보,경기,수원시 권선구,금곡동,경기도 수원시 권선구 금호로 59,D13742,한유대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P933321,P93332,뀨텔레콤,서울,노원구,공릉동,서울특별시 노원구 공릉로 217,D13858,새서울대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P859971,P85997,만석텔레콤,경기,수원시 장안구,파장동,경기도 수원시 장안구 만석로159번길 40,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,1,1,,0,1,100.00%,,0,0
P863301,P86330,성원텔레콤,경기,광주시,태전동,경기도 광주시 태봉로 51,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PC11791,PC1179,엔씨정보통신,경기,화성시 만세구,향남읍,경기도 화성시 향남읍 삼천병마로 225-8,D15121,CD대리점,수도권_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
PC95721,PC9572,오케이통신,경기,남양주시,화도읍,경기도남양주시화도읍마석로29,D15146,PS&M,PS_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
P362711,P36271,뉴스카이 암사점,서울,강동구,암사동,서울특별시 강동구 올림픽로 781,D15121,CD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P888711,P88871,주식회사 휴대폰성지옆커폰신길,서울,영등포구,신길동,서울특별시 영등포구 도신로 229-2,D13225,광장대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P733931,P73393,꿀단지텔레콤,경기,평택시,평택동,경기도 평택시 평택로64번길 46,D13542,삼보대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE77741,PE7774,휴대폰성지 범박점,경기,부천시 소사구,괴안동,경기도 부천시 소사구 범안로 54,D15121,CD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P725121,P72512,삼박화곡,서울,강서구,화곡동,서울특별시 강서구 공항대로44길 46,D15173,정원대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC95651,PC9565,박카수통신,경기,평택시,통복동,경기도 평택시 통복시장로47번길 31,D15176,ACE대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,1
PE89621,PE8962,휴대폰성지 무지인형,경기,광주시,경안동,경기도 광주시 광주대로 30,D13546,ACT대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P683221,P68322,봉구통신,경기,동두천시,생연동,경기도 동두천시 행선로 97,D13357,가능대리점,수도권_전속,100.00%,2,2,,2,0,0,,0,0,0.00%,,0,0
PC78021,PC7802,진텔레콤망원2호점,서울,마포구,망원동,서울특별시 마포구 월드컵로25길 58,D13357,가능대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE67981,PE6798,휴대폰성지 봉담점,경기,화성시 효행구,봉담읍,경기도 화성시 봉담읍 동화서북안2길 9,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE64171,PE6417,싸다폰,경기,동두천시,지행동,경기도 동두천시 이담로 84,D15051,프리스비,수도권_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
P119251,P11925,나라통신,경기,오산시,원동,경기도오산시오산로200,D15146,PS&M,PS_전속,100.00%,2,2,,0,2,0,,1,1,50.00%,,0,0
PC33481,PC3348,최강텔레콤,인천,미추홀구,주안동,인천광역시미추홀구신기길401,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PA38921,PA3892,한결모바일,강원,원주시,반곡동,강원원주시배울로25,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC49631,PC4963,파란통신,경기,광주시,탄벌동,경기도 광주시 포돌이로 4,F13586,신도SDR,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P321331,P32133,콜(call)텔레콤,경기,양주시,덕정동,경기도 양주시 화합로 1359,D13357,가능대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC13661,PC1366,써니텔레콤,인천,계양구,작전동,인천광역시 계양구 봉오대로 691,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE44171,PE4417,폰스토리 청라점,인천,서구,청라동,인천광역시 서구 청라라임로106번길 27,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P880461,P88046,JW모바일,경기,부천시 소사구,소사본동,경기도부천시소사로160번길52,D15146,PS&M,PS_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
PE87741,PE8774,폰메카컴퍼니,서울,광진구,중곡동,서울특별시광진구면목로149,D15146,PS&M,PS_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
P118031,P11803,IMT정보통신,경기,성남시 중원구,성남동,경기도 성남시 중원구 성남대로 1124,D13546,ACT대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PE52571,PE5257,구구폰,경기,평택시,합정동,경기도 평택시 중앙로 80,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,1
P644891,P64489,판매왕,서울,강서구,화곡동,서울특별시 강서구 곰달래로25길 77,D15146,PS&M,PS_전속,100.00%,2,2,,1,1,0,,0,1,100.00%,,0,0
PA74241,PA7424,리사모바일,경기,광주시,탄벌동,경기도 광주시 이배재로 127,D13742,한유대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE48721,PE4872,대운정보통신,인천,서구,청라동,인천광역시 서구 중봉대로586번길 22,D13952,참스타대리점,수도권_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
PE81371,PE8137,휴대폰스퀘어(SQUARE),경기,화성시 만세구,새솔동,경기도 화성시 수노을1로 191,D13542,삼보대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE12741,PE1274,드림 프리덤 고라손,경기,남양주시,별내동,경기도 남양주시 별내중앙로 64,D13546,ACT대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P824801,P82480,베스트MH통신,경기,포천시,소흘읍,경기도 포천시 소흘읍 솔모루로 73,D13357,가능대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PA44861,PA4486,휴대폰성지 우동폰 봉일천점,경기,파주시,조리읍,경기도 파주시 조리읍 능안로 35,D14342,신창대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P708141,P70814,모바일컴퍼니,인천,서구,당하동,인천광역시 서구 원당대로 676,D13124,UNI대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE32721,PE3272,정훈정보,경기,부천시 소사구,심곡본동,경기도 부천시 소사구 심곡로33번길 41,D13952,참스타대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PE64791,PE6479,아라텔레콤,경기,안산시 단원구,원곡동,경기도 안산시 단원구 화랑로 130,D13469,코넥,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE92931,PE9293,무브모바일,서울,은평구,녹번동,서울특별시 은평구 은평로 231,D13225,광장대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE69691,PE6969,승화통신,경기,광주시,경안동,경기도광주시경안로41번길11,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE29591,PE2959,한국통신비연구소,경기,이천시,중리동,경기도이천시중리천로76,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P986241,P98624,착한통신,경기,안양시 동안구,호계동,경기도 안양시 동안구 호성로 32,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,1,1,,0,1,100.00%,,0,1
P984931,P98493,하나텔레콤,경기,광주시,퇴촌면,경기도 광주시 퇴촌면 천진암로 534,D13827,지은대리점,수도권_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
P772821,P77282,소명모바일,경기,부천시 소사구,괴안동,경기도 부천시 안곡로 11,D15121,CD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC77971,PC7797,인사랑,경기,안양시 동안구,관양동,경기도 안양시 동안구 동편로 6,D13542,삼보대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,1
PE27401,PE2740,제니스,경기,파주시,금촌동,경기도 파주시 아동로 3,D15173,정원대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PE56851,PE5685,성민모바일 3호점,경기,안산시 상록구,본오동,경기도 안산시 상록구 선암로 43,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,1
PE95161,PE9516,원텔레콤 행궁점,경기,수원시 팔달구,팔달로3가,경기도 수원시 팔달구 행궁로 80,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P748211,P74821,세계로텔레콤,경기,부천시 소사구,옥길동,경기도 부천시 양지로 205,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P961371,P96137,H모바일,강원,강릉시,금학동,강원강릉시금성로42,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE76101,PE7610,휴대폰 성지 킹 이천점,경기,이천시,창전동,경기도 이천시 영창로 235,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P861501,P86150,별샵,경기,부천시 소사구,심곡본동,경기도 부천시 부천로 1,D15051,프리스비,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
