P코드순번,P코드,거래처명,시도명,시군구명,읍면동명,주소,대리점코드,대리점명,중복여부,점유비,P코드합계,대리점실적,,신규,MNP,기변,,MNO,MVNO,(MVNO비중),,번들,동판
PE93751,PE9375,휴대폰성지,경기,부천시 소사구,소사본동,경기도 부천시 소사구 소사로159번길 6,D14674,서울ent대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PC25001,PC2500,엠에스모바일,경기,평택시,이충동,경기도 평택시 송탄로 116,D13542,삼보대리점,수도권_전속,100.00%,5,5,,0,3,2,,1,2,66.67%,,0,0
P271011,P27101,골드맥시스템,인천,남동구,만수동,인천광역시 남동구 장승로 1,D13469,코넥,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
PE43801,PE4380,장하다통신 2호점,서울,동작구,흑석동,서울특별시 동작구 흑석로 105,D13124,UNI대리점,수도권_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,0
P873071,P87307,주원통신,서울,송파구,문정동,서울특별시 송파구 동남로4길 25,D15121,CD대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PE53311,PE5331,휴대폰성지,경기,고양시 덕양구,동산동,경기도 고양시 덕양구 덕수천2로 150,F13586,신도SDR,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
P781601,P78160,호원정보통신,경기,의정부시,호원동,경기도 의정부시 평화로 191,D15173,정원대리점,수도권_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,0
P846531,P84653,이산통신,서울,구로구,구로동,서울특별시구로구구일로4길33,D15146,PS&M,PS_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PC36501,PC3650,노마진폰마트,경기,수원시 영통구,이의동,경기도수원시영통구대학로109,D15146,PS&M,PS_전속,100.00%,5,5,,3,1,1,,1,0,0.00%,,0,0
PE68511,PE6851,휴대폰명가 본점,경기,시흥시,은행동,경기도 시흥시 은계번영길 23,D13469,코넥,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
P102391,P10239,신산리정보통신,경기,양주시,남면,경기도 양주시 남면 개나리길 90,D13546,ACT대리점,수도권_전속,100.00%,5,5,,1,2,2,,1,1,50.00%,,0,0
PE33991,PE3399,청년모바일3호점,서울,강동구,성내동,서울특별시 강동구 양재대로91길 50,D14342,신창대리점,수도권_전속,100.00%,5,5,,0,4,1,,4,0,0.00%,,0,0
PE41721,PE4172,드림커뮤니케이션,강원,동해시,쇄운동,강원특별자치도 동해시 청운1길 47,D14746,유원대리점,수도권_전속,100.00%,5,5,,1,0,4,,0,0,0.00%,,0,0
PA54361,PA5436,마루통신,경기,안성시,죽산면,경기안성시죽산면죽주로265,D15146,PS&M,PS_전속,100.00%,5,5,,1,1,3,,1,0,0.00%,,0,0
P748871,P74887,이순신텔레콤,강원,강릉시,견소동,강원강릉시경강로2537,D15146,PS&M,PS_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PE79651,PE7965,휴대폰성지 폰슐랭 시흥점,경기,시흥시,배곧동,경기도 시흥시 서울대학로 77,D15157,근흥대리점,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
PE94511,PE9451,휴대폰성지,경기,안산시 상록구,본오동,경기도 안산시 상록구 용신로 382,D14674,서울ent대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PE37821,PE3782,라피크모바일,서울,광진구,중곡동,서울특별시 광진구 능동로49길 9,D15176,ACE대리점,수도권_전속,100.00%,5,5,,0,2,3,,0,2,100.00%,,0,0
PE45291,PE4529,휴대폰성지 강북점,서울,강북구,미아동,서울특별시 강북구 삼양로 162,D13827,지은대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PA95231,PA9523,주식회사제이제이텔레콤,경기,수원시 장안구,천천동,경기도 수원시 장안구 만석로19번길 11-8,D13965,대교대리점,수도권_전속,100.00%,5,5,,0,1,4,,0,1,100.00%,,0,0
P909871,P90987,스폰서,서울,서초구,양재동,서울특별시 서초구 남부순환로356길 43,D14746,유원대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PE27351,PE2735,몽페쉬모바일,경기,화성시 동탄구,목동,경기도 화성시 동탄순환대로20길 118,D13827,지은대리점,수도권_전속,100.00%,5,5,,0,1,4,,0,1,100.00%,,0,0
P639331,P63933,유은정보 돈보스코점,서울,영등포구,신길동,서울특별시 영등포구 여의대방로 65,D13952,참스타대리점,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
PA39811,PA3981,연합정보통신,서울,강북구,미아동,서울특별시 강북구 도봉로 34,D13225,광장대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PE88501,PE8850,휴대폰도매삼산점,인천,부평구,삼산동,인천광역시 부평구 후정로 4,D15051,프리스비,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PA74591,PA7459,프라임통신,서울,마포구,상암동,서울특별시 마포구 월드컵북로 347,D15051,프리스비,수도권_전속,100.00%,5,5,,2,1,2,,1,0,0.00%,,0,0
PE62621,PE6262,호탕모바일,경기,파주시,문산읍,경기도파주시문산읍문향로621,D15146,PS&M,PS_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
P679701,P67970,99텔레콤(성복),경기,용인시 수지구,성복동,경기도용인시수지구성복2로226,D15146,PS&M,PS_전속,100.00%,5,5,,1,3,1,,3,0,0.00%,,0,0
P903041,P90304,에스비모바일,강원,영월군,영월읍,강원영월군영월읍중앙로37,D15146,PS&M,PS_전속,100.00%,5,5,,0,2,3,,1,1,50.00%,,0,0
P894861,P89486,스마트폰365아울렛,강원,홍천군,홍천읍,강원 홍천군 홍천읍 남산강변로 6,D83213,T&B대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PA58071,PA5807,휴대폰의모든것청춘대길구산점,서울,은평구,갈현동,서울특별시 은평구 서오릉로 196,F13586,신도SDR,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
P784971,P78497,엘케이텔레콤,서울,은평구,불광동,서울특별시 은평구 불광로 48,F13586,신도SDR,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
PC75531,PC7553,신도림도매폰 진접점,경기,남양주시,진접읍,경기도 남양주시 진접읍 해밀예당1로 28,D15173,정원대리점,수도권_전속,100.00%,5,5,,1,2,2,,2,0,0.00%,,0,0
P442031,P44203,폰스토리,서울,송파구,풍납동,서울특별시 송파구 풍성로25길 41,D13357,가능대리점,수도권_전속,100.00%,5,5,,0,2,3,,1,1,50.00%,,0,0
PA79991,PA7999,미스터모바일,서울,노원구,상계동,서울특별시 노원구 동일로 1651,D15117,알파대리점,수도권_전속,100.00%,5,5,,1,1,3,,0,1,100.00%,,0,0
P138291,P13829,보성정보통신,서울,송파구,잠실동,서울특별시 송파구 백제고분로9길 35,D14746,유원대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
P684191,P68419,팡팡텔레콤,인천,미추홀구,용현동,인천광역시 남구 한나루로 495,D13124,UNI대리점,수도권_전속,100.00%,5,5,,1,0,4,,0,0,0.00%,,0,0
P661361,P66136,와이비모바일,인천,미추홀구,주안동,인천광역시 남구 미추홀대로 586,D13124,UNI대리점,수도권_전속,100.00%,5,5,,1,2,2,,2,0,0.00%,,0,0
PE93421,PE9342,휴대폰성지 옆커폰 신대방점,서울,관악구,신림동,"서울 관악구 난곡로 366,",D13225,광장대리점,수도권_전속,100.00%,5,5,,0,3,2,,2,1,33.33%,,0,2
PC48711,PC4871,아름다운통신,인천,미추홀구,용현동,인천광역시 미추홀구 낙섬중로 76-4,D15146,PS&M,PS_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PC25621,PC2562,엠에스모바일,서울,강서구,등촌동,서울특별시 강서구 양천로 476,D13469,코넥,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PE94731,PE9473,허통신,경기,여주시,가업동,,D15146,PS&M,PS_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PC22071,PC2207,가능통신,경기,의정부시,가능동,경기도 의정부시 의정로 131,D13357,가능대리점,수도권_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,0
PE94341,PE9434,휴대폰 성지 폰슐랭 고양,경기,고양시 덕양구,화정동,경기도 고양시 덕양구 화신로260번길 57,D13546,ACT대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
P849881,P84988,하늘정보,경기,김포시,통진읍,경기도 김포시 통진읍 조강로 51,D13858,새서울대리점,수도권_전속,100.00%,5,5,,2,2,1,,0,2,100.00%,,0,0
PE69491,PE6949,삼성갤럭시아이폰액정수리앤지원,경기,고양시 덕양구,향동동,경기도 고양시 덕양구 향기4로 1,D14342,신창대리점,수도권_전속,100.00%,5,5,,0,1,4,,0,1,100.00%,,0,0
PC28641,PC2864,스토리모바일,경기,안산시 상록구,본오동,경기도 안산시 상록구 상록수로 50,D13952,참스타대리점,수도권_전속,100.00%,5,5,,1,0,4,,0,0,0.00%,,0,0
P826261,P82626,호호모바일,서울,서대문구,홍제동,서울특별시 서대문구 세무서길 53,D13225,광장대리점,수도권_전속,100.00%,5,5,,1,1,3,,1,0,0.00%,,0,0
PE56771,PE5677,핸드폰가게,강원,춘천시,석사동,강원특별자치도춘천시후석로307,D15146,PS&M,PS_전속,100.00%,5,5,,2,2,1,,2,0,0.00%,,0,0
PE50371,PE5037,휴대폰성지,서울,강동구,천호동,서울특별시 강동구 상암로 78,D14674,서울ent대리점,수도권_전속,100.00%,5,5,,1,1,3,,1,0,0.00%,,0,0
P159041,P15904,청구top,서울,서대문구,홍은동,서울특별시 서대문구 명지대길 34,D13225,광장대리점,수도권_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,0
P127431,P12743,선진통상,경기,파주시,조리읍,경기도파주시조리읍고봉로1043,D15146,PS&M,PS_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
P825791,P82579,스마일 통신,서울,관악구,봉천동,서울특별시 관악구 봉천로 387,D13124,UNI대리점,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
P668371,P66837,뚜뚜통신,서울,도봉구,쌍문동,서울특별시 도봉구 노해로41길 38,D15117,알파대리점,수도권_전속,100.00%,5,5,,1,1,3,,1,0,0.00%,,0,0
P969481,P96948,셋터,서울,용산구,청파동3가,서울특별시 용산구 청파로 274-1,D15051,프리스비,수도권_전속,100.00%,5,5,,0,3,2,,3,0,0.00%,,0,0
PE94321,PE9432,휴대폰성지메카폰화곡본동시장점,서울,강서구,화곡동,서울특별시 강서구 까치산로 30,D13827,지은대리점,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
PE94391,PE9439,휴대폰성지 옆커폰 광주양벌점,경기,광주시,양벌동,경기도 광주시 양벌로 300-1,D13225,광장대리점,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
PA70731,PA7073,백곰모바일,서울,영등포구,당산동4가,서울특별시 영등포구 당산로 175,D15146,PS&M,PS_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,0
P185801,P18580,청하정보통신,경기,광명시,광명동,경기도 광명시 도덕로 51,D13546,ACT대리점,수도권_전속,100.00%,5,5,,1,1,3,,1,0,0.00%,,0,0
PE94901,PE9490,휴대폰성지강서도매열린폰마트,서울,강서구,방화동,서울특별시 강서구 방화동로 108,D13952,참스타대리점,수도권_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,0
P981511,P98151,팔구모바일,경기,고양시 덕양구,화정동,경기도 고양시 덕양구 화신로 309,D13622,MD대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PA34231,PA3423,엔케이모바일,서울,노원구,중계동,서울특별시노원구한글비석로22길20,D15146,PS&M,PS_전속,100.00%,5,5,,1,1,3,,1,0,0.00%,,0,0
PE66671,PE6667,친절한 휴대폰집,경기,용인시 처인구,포곡읍,경기도 용인시 처인구 포곡읍 포곡로 103,D13858,새서울대리점,수도권_전속,100.00%,5,5,,0,1,4,,0,1,100.00%,,0,0
PE05441,PE0544,제이디텔레콤 안중점,경기,평택시,안중읍,"경기 평택시 안중읍 안현로서8길 33,",D13469,코넥,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PE95931,PE9593,휴대폰성지 옆커폰 아주대점,경기,수원시 팔달구,우만동,"경기 수원시 팔달구 중부대로239번길 5,",D14674,서울ent대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
P871501,P87150,올림픽텔레콤,경기,고양시 일산동구,마두동,경기도고양시일산동구중앙로1182,D15146,PS&M,PS_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
P130611,P13061,명성정보통신,인천,부평구,부평동,인천광역시 부평구 시장로51번길 27,D13952,참스타대리점,수도권_전속,100.00%,5,5,,1,3,1,,2,1,33.33%,,0,0
PA67901,PA6790,대박폰요기요,인천,계양구,귤현동,인천광역시 계양구 양지로 144,D15051,프리스비,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
P711801,P71180,국가대표,서울,광진구,자양동,서울특별시 광진구 뚝섬로 613-1,D13357,가능대리점,수도권_전속,100.00%,5,5,,1,0,4,,0,0,0.00%,,0,0
PE95121,PE9512,바니바니폰안산점,경기,안산시 단원구,고잔동,경기도 안산시 단원구 당곡로 27,D15121,CD대리점,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
PE95601,PE9560,주식회사 제이제이토탈,서울,관악구,봉천동,"서울 관악구 봉천로 615,",D15121,CD대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
P271061,P27106,청송정보통신,경기,파주시,조리읍,경기도 파주시 조리읍 고봉로 1042,D13742,한유대리점,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,1
P965321,P96532,TH Telecom,경기,평택시,신장동,경기도 평택시 탄현로 333-1,D13742,한유대리점,수도권_전속,100.00%,5,5,,1,3,1,,2,1,33.33%,,0,0
P247611,P24761,원플러스원,경기,평택시,평택동,경기도 평택시 평택로32번길 10,D15176,ACE대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PC23411,PC2341,파란모바일,경기,안산시 상록구,이동,경기도 안산시 상록구 광덕1로 358,D14342,신창대리점,수도권_전속,100.00%,5,5,,0,3,2,,3,0,0.00%,,0,0
PC65311,PC6531,위너TFK까치산,서울,강서구,화곡동,서울특별시 강서구 강서로18길 33,D13827,지은대리점,수도권_전속,100.00%,5,5,,1,1,3,,1,0,0.00%,,0,0
PE78291,PE7829,진성폰 2호점,경기,오산시,세교동,경기도 오산시 독산성로 425,D13827,지은대리점,수도권_전속,100.00%,5,5,,1,1,3,,1,0,0.00%,,0,0
PE57401,PE5740,휴대폰성지 송파광이,서울,송파구,가락동,서울특별시 송파구 오금로44길 20,D13827,지은대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
P926291,P92629,시윤텔레콤,인천,부평구,부평동,인천광역시 부평구 부흥로 269,D13124,UNI대리점,수도권_전속,100.00%,5,5,,2,0,3,,0,0,0.00%,,0,0
P564261,P56426,매직정보통신,인천,서구,가좌동,인천광역시 서구 가정로 123,D13952,참스타대리점,수도권_전속,100.00%,5,5,,1,3,1,,1,2,66.67%,,0,0
PE53071,PE5307,와룡컴퍼니 안산점,경기,안산시 상록구,사동,경기도 안산시 상록구 해양5로 11,D15121,CD대리점,수도권_전속,100.00%,5,5,,1,1,3,,1,0,0.00%,,0,0
PE88571,PE8857,휴대폰성지 서울폰 금천점,서울,금천구,가산동,서울특별시 금천구 벚꽃로 278,D15121,CD대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
P934581,P93458,MS모바일,경기,파주시,문산읍,경기 파주시 문산읍 문향로67번길 2,D13622,MD대리점,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
P844121,P84412,고려통신,서울,도봉구,창동,서울특별시 도봉구 도봉로110나길 27,D13462,광운대리점,수도권_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,0
P118111,P11811,녹산정보통신,경기,남양주시,다산동,경기도 남양주시 도농로 27,D14654,알리바바대리점,수도권_전속,100.00%,5,5,,0,2,3,,1,1,50.00%,,0,0
P110041,P11004,하이텔레콤,경기,남양주시,평내동,경기도남양주시평내로29번길49,D15146,PS&M,PS_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
P284441,P28444,우림정보통신,서울,금천구,시흥동,서울특별시금천구금하로6991,D15146,PS&M,PS_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
PE90061,PE9006,딸랑이컴퍼니,경기,남양주시,호평동,,D15146,PS&M,PS_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,0
P526531,P52653,대박통신 매탄공원점,경기,수원시 영통구,매탄동,경기도 수원시 영통구 매영로 42,D13858,새서울대리점,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,1
P817891,P81789,신세계모바일,서울,강북구,번동,서울특별시 강북구 도봉로 380,D13546,ACT대리점,수도권_전속,100.00%,5,5,,0,4,1,,2,2,50.00%,,0,0
PC89391,PC8939,휴대폰성지 서울지점,서울,구로구,구로동,서울특별시 구로구 새말로 97,D13357,가능대리점,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
P186681,P18668,시너지텔레콤,서울,강북구,미아동,서울특별시 강북구 월계로7길 66,D15117,알파대리점,수도권_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,0
P974591,P97459,와이에스 모바일,경기,고양시 일산서구,대화동,경기도 고양시 일산서구 대화로 124,D15117,알파대리점,수도권_전속,100.00%,5,5,,2,0,3,,0,0,0.00%,,0,0
PE81961,PE8196,에스에스모바일,경기,김포시,구래동,경기도 김포시 김포한강4로 487,D14746,유원대리점,수도권_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
PE52391,PE5239,흰비텔레콤,서울,양천구,신정동,서울특별시 양천구 중앙로 267,D13827,지은대리점,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
P826191,P82619,벅스모바일,경기,안산시 상록구,일동,경기도 안산시 상록구 구룡로 14,D13124,UNI대리점,수도권_전속,100.00%,5,5,,1,3,1,,3,0,0.00%,,0,0
P331101,P33110,민구텔레콤,경기,수원시 장안구,율전동,경기도 수원시 장안구 덕영대로425번길 14-1,D13952,참스타대리점,수도권_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,1
PA69121,PA6912,안성맞춤모바일,경기,안성시,대천동,경기도 안성시 안성맞춤대로 1068,D13952,참스타대리점,수도권_전속,100.00%,5,5,,0,3,2,,2,1,33.33%,,0,0
PE27561,PE2756,색깔텔레콤,경기,성남시 수정구,신흥동,경기도 성남시 수정구 시민로 176,D15121,CD대리점,수도권_전속,100.00%,5,5,,0,3,2,,1,2,66.67%,,0,0
PE60751,PE6075,제이 대화,경기,고양시 일산서구,대화동,경기도 고양시 일산서구 대화로 130,D13622,MD대리점,수도권_전속,100.00%,5,5,,1,2,2,,2,0,0.00%,,0,0
P721461,P72146,진텔레콤,서울,강서구,내발산동,서울특별시 강서구 강서로 304,D15051,프리스비,수도권_전속,100.00%,5,5,,1,1,3,,0,1,100.00%,,0,0
PC30141,PC3014,양가모바일(2호점),경기,시흥시,정왕동,경기도 시흥시 정왕대로 230,D15051,프리스비,수도권_전속,100.00%,5,5,,0,0,5,,0,0,0.00%,,0,0
PE63231,PE6323,서울휴대폰성지 옆커폰 남가좌,서울,서대문구,남가좌동,서울특별시서대문구거북골로120,D15146,PS&M,PS_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
P992931,P99293,영북텔레콤,경기,포천시,영북면,경기도포천시영북면영북로177번길54,D15146,PS&M,PS_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
PE07091,PE0709,현대스타부동산공인중개사사무소,경기,수원시 권선구,곡반정동,경기도수원시권선구곡선로50번길43,D15146,PS&M,PS_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,0
PE41631,PE4163,유텔레콤,경기,가평군,가평읍,경기도가평군가평읍가화로481,D15146,PS&M,PS_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
PE80451,PE8045,더 나은 성지모바일,경기,양주시,옥정동,경기도 양주시 옥정로 139,D13827,지은대리점,수도권_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,0
PE13061,PE1306,범경,경기,남양주시,별내동,경기도 남양주시 별내중앙로 10,D15121,CD대리점,수도권_전속,100.00%,5,5,,1,2,2,,2,0,0.00%,,0,2
P520301,P52030,삼일통신,경기,파주시,상지석동,경기도 파주시 운정로 29,D13462,광운대리점,수도권_전속,100.00%,5,5,,0,4,1,,4,0,0.00%,,0,0
PE92731,PE9273,다쏜다휴대폰성지평택고덕국제점,경기,평택시,고덕동,경기도 평택시 고덕국제3길 148,D15146,PS&M,PS_전속,100.00%,5,5,,0,1,4,,1,0,0.00%,,0,0
P943201,P94320,C.K.S.레이블,강원,원주시,태장동,강원 원주시 현충로 310,D15146,PS&M,PS_전속,100.00%,5,5,,0,4,1,,4,0,0.00%,,0,0
P759961,P75996,제이엠 텔레콤,서울,서초구,반포동,서울특별시 서초구 사평대로57길 45,D15146,PS&M,PS_전속,100.00%,5,5,,0,2,3,,2,0,0.00%,,0,0
P277481,P27748,두리텔레콤,서울,동작구,상도동,서울특별시 동작구 상도로 357,D15176,ACE대리점,중복점,80.00%,5,4,,0,2,2,,2,0,0.00%,,0,0
P373551,P37355,다빈텔레콤,서울,동대문구,답십리동,서울특별시 동대문구 전농로 94,D13742,한유대리점,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
P414531,P41453,창신텔레콤,서울,관악구,신림동,서울특별시 관악구 시흥대로 556,D15146,PS&M,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
PA40251,PA4025,주식회사 와룡,강원,춘천시,조양동,강원특별자치도 춘천시 금강로 70,D13965,대교대리점,중복점,80.00%,5,4,,1,1,2,,1,0,0.00%,,0,0
PA39761,PA3976,상동시장 직영점,경기,부천시 원미구,상동,경기도 부천시 부일로298번길 3,D15146,PS&M,중복점,80.00%,5,4,,0,2,2,,2,0,0.00%,,0,0
PA66761,PA6676,영보통신 산곡점,인천,부평구,산곡동,인천광역시 부평구 마장로 154,D14746,유원대리점,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
P639461,P63946,비타민텔레콤,인천,서구,청라동,인천광역시 서구 청라에메랄드로149번길 4-2,D15051,프리스비,중복점,80.00%,5,4,,1,0,3,,0,0,0.00%,,0,0
PC70061,PC7006,외대통신,경기,용인시 처인구,모현읍,"경기 용인시 처인구 모현읍 백옥대로2402번길 13,",D13952,참스타대리점,중복점,80.00%,5,4,,1,1,2,,0,1,100.00%,,0,0
PC92561,PC9256,새봄통신,서울,도봉구,방학동,서울특별시 도봉구 도봉로145길 93,D15117,알파대리점,중복점,80.00%,5,4,,0,3,1,,3,0,0.00%,,0,1
PC82751,PC8275,선봉모바일,인천,연수구,청학동,인천광역시 연수구 먼우금로 197,D14342,신창대리점,중복점,80.00%,5,4,,2,0,2,,0,0,0.00%,,0,0
PE44281,PE4428,수원 인계,경기,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로 72,D14342,신창대리점,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
PE48541,PE4854,천경,경기,평택시,평택동,경기도 평택시 중앙로 38,D13542,삼보대리점,중복점,80.00%,5,4,,0,3,1,,2,1,33.33%,,0,0
PE57231,PE5723,휴대폰의모든것청춘대길고강점,경기,부천시 오정구,고강동,경기도 부천시 오정구 역곡로481번길 14,F13586,신도SDR,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
PC34161,PC3416,위너 망원시장,서울,마포구,망원동,서울특별시 마포구 망원로8길 53,D13827,지은대리점,중복점,80.00%,5,4,,1,0,3,,0,0,0.00%,,0,0
PA71381,PA7138,제이텔레콤,서울,노원구,공릉동,서울특별시 노원구 화랑로51길 38,D15176,ACE대리점,중복점,80.00%,5,4,,0,2,2,,2,0,0.00%,,0,0
PC14011,PC1401,지큐(GQ)모바일,서울,관악구,신림동,서울특별시 관악구 난곡로26길 3,D15146,PS&M,중복점,80.00%,5,4,,1,3,0,,1,2,66.67%,,0,0
PE74771,PE7477,주빌리텔레콤,서울,중랑구,망우동,서울특별시 중랑구 망우로 384,D15146,PS&M,중복점,80.00%,5,4,,0,3,1,,0,3,100.00%,,0,0
PE47271,PE4727,대산,서울,은평구,구산동,서울특별시 은평구 연서로 137,D13827,지은대리점,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
PE76761,PE7676,휴대폰성지 제이정보통신,인천,서구,신현동,인천광역시 서구 새오개로111번안길 21,D13858,새서울대리점,중복점,80.00%,5,4,,0,1,3,,1,0,0.00%,,0,0
PA55751,PA5575,민정보,인천,연수구,옥련동,인천광역시 연수구 한나루로196번길 3,F13586,신도SDR,중복점,80.00%,5,4,,0,4,0,,4,0,0.00%,,0,0
PE73311,PE7331,우수모바일 병방점,인천,계양구,병방동,인천광역시 계양구 병방시장로 81,D13546,ACT대리점,중복점,80.00%,5,4,,0,2,2,,2,0,0.00%,,0,1
P775701,P77570,명일정보통신,서울,송파구,마천동,서울특별시 송파구 거마로20길 17,D14674,서울ent대리점,중복점,80.00%,5,4,,0,2,2,,2,0,0.00%,,0,0
PA26931,PA2693,엔스피드,서울,은평구,불광동,서울특별시 은평구 불광로 38,D13225,광장대리점,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
P153511,P15351,보성정보통신,경기,성남시 중원구,은행동,경기도 성남시 중원구 자혜로67번길 1,D15146,PS&M,중복점,80.00%,5,4,,1,2,1,,2,0,0.00%,,0,0
PE44951,PE4495,약지금,경기,의정부시,민락동,경기도 의정부시 승지로 8,D15117,알파대리점,중복점,80.00%,5,4,,0,4,0,,4,0,0.00%,,0,5
P987591,P98759,휴대폰의모든것 청춘대길사당점,서울,동작구,사당동,서울특별시 동작구 사당로 220,F13586,신도SDR,중복점,80.00%,5,4,,0,2,2,,1,1,50.00%,,0,1
P836421,P83642,구구텔레콤,인천,계양구,작전동,인천광역시 계양구 효서로 385,D15146,PS&M,중복점,80.00%,5,4,,1,0,3,,0,0,0.00%,,0,0
PE76181,PE7618,상승정보통신,서울,강서구,화곡동,서울특별시 강서구 화곡로 178,D15146,PS&M,중복점,80.00%,5,4,,1,0,3,,0,0,0.00%,,0,0
P334811,P33481,폰사랑,경기,시흥시,정왕동,경기도 시흥시 중심상가로 155,D15146,PS&M,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
P427991,P42799,프렌드통신,서울,성동구,행당동,서울특별시 성동구 왕십리광장로 17,D15146,PS&M,중복점,80.00%,5,4,,0,1,3,,1,0,0.00%,,0,0
P096831,P09683,스마일통신,강원,양양군,양양읍,강원 양양군 양양읍 양양로 65,D14746,유원대리점,중복점,80.00%,5,4,,0,1,3,,1,0,0.00%,,0,0
PA61141,PA6114,우리동네핸드폰아울렛,경기,수원시 팔달구,우만동,경기도 수원시 팔달구 팔달문로163번길 38,D13952,참스타대리점,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
PE90781,PE9078,휴대폰성지 따르릉통신 검단점,인천,서구,원당동,인천광역시 서구 이음대로 392,D15176,ACE대리점,중복점,80.00%,5,4,,0,2,2,,2,0,0.00%,,0,1
